,X1,sex,cause_r,educ_r,age_r,location_r,random_number
2416,27484,Men,Firearm,High School or more,20-29,Street,2416
2417,17310,Men,Other,Middle school,30-44,Other,2417
2418,20685,Men,Firearm,High School or more,0-19,Street,2418
2419,11943,Men,Firearm,Middle school,45-69,Street,2419
2420,2910,Men,Firearm,High School or more,30-44,Street,2420
2421,12909,Women,Firearm,Middle school,30-44,Other,2421
2422,18141,Men,Firearm,High School or more,30-44,Street,2422
2423,4193,Men,Asphyxiation,Primary or less,69 +,Other,2423
2424,19847,Men,Firearm,Middle school,30-44,Home,2424
2425,23664,Men,Knife,Middle school,30-44,Street,2425
2426,29268,Women,Firearm,Primary or less,0-19,Home,2426
2427,4001,Men,Knife,High School or more,45-69,Home,2427
2428,19023,Men,Firearm,High School or more,20-29,Other,2428
2429,5500,Men,Firearm,Middle school,20-29,Street,2429
2430,8105,Men,Non-specified means,High School or more,45-69,Home,2430
2431,1296,Women,Non-specified means,Primary or less,30-44,Street,2431
2432,4718,Men,Firearm,Primary or less,20-29,Street,2432
2433,4472,Men,Firearm,High School or more,30-44,Street,2433
2434,9689,Men,Firearm,High School or more,20-29,Street,2434
2435,27035,Men,Firearm,Middle school,20-29,Other,2435
2436,20449,Men,Knife,High School or more,30-44,Street,2436
2437,4831,Men,Firearm,High School or more,0-19,Street,2437
2438,22522,Men,Firearm,Middle school,30-44,Street,2438
2439,17339,Men,Non-specified means,Middle school,69 +,Street,2439
2440,14637,Men,Firearm,High School or more,20-29,Other,2440
2441,19553,Men,Firearm,High School or more,30-44,Home,2441
2442,20571,Men,Asphyxiation,Primary or less,45-69,Other,2442
2443,20301,Men,Knife,Middle school,45-69,Street,2443
2444,2987,Men,Firearm,Primary or less,30-44,Other,2444
2445,11645,Men,Firearm,Middle school,20-29,Street,2445
2446,11133,Men,Non-specified means,Primary or less,20-29,Other,2446
2447,26968,Men,Firearm,High School or more,30-44,Street,2447
2448,4058,Men,Firearm,High School or more,45-69,Street,2448
2449,17193,Men,Firearm,High School or more,0-19,Street,2449
2450,14642,Men,Firearm,High School or more,0-19,Home,2450
2451,29315,Women,Firearm,Primary or less,20-29,Other,2451
2452,28903,Women,Firearm,High School or more,45-69,Street,2452
2453,27054,Men,Firearm,Middle school,30-44,Street,2453
2454,31828,Men,Firearm,High School or more,30-44,Street,2454
2455,7195,Men,Firearm,High School or more,20-29,Street,2455
2456,15754,Women,Other,Primary or less,69 +,Other,2456
2457,3488,Men,Firearm,High School or more,30-44,Other,2457
2458,18155,Women,Knife,Middle school,45-69,Street,2458
2459,27104,Men,Firearm,Middle school,20-29,Street,2459
2460,31501,Men,Knife,High School or more,30-44,Home,2460
2461,25391,Men,Knife,High School or more,20-29,Other,2461
2462,31869,Men,Firearm,Middle school,45-69,Street,2462
2463,16655,Men,Firearm,High School or more,45-69,Street,2463
2464,13791,Men,Non-specified means,Primary or less,69 +,Street,2464
2465,28112,Men,Knife,Primary or less,30-44,Other,2465
2466,27855,Women,Other,High School or more,0-19,Street,2466
2467,22611,Women,Firearm,High School or more,30-44,Street,2467
2468,17260,Women,Asphyxiation,High School or more,0-19,Street,2468
2469,26049,Men,Firearm,Middle school,45-69,Other,2469
2470,15314,Men,Firearm,Middle school,20-29,Street,2470
2471,26129,Men,Firearm,Primary or less,20-29,Other,2471
2472,10090,Men,Firearm,High School or more,20-29,Other,2472
2473,8269,Men,Knife,Middle school,20-29,Street,2473
2474,4039,Men,Firearm,Middle school,30-44,Street,2474
2475,22571,Men,Firearm,Middle school,30-44,Street,2475
2476,28834,Men,Firearm,High School or more,20-29,Home,2476
2477,6989,Men,Non-specified means,Primary or less,30-44,Street,2477
2478,13371,Men,Firearm,Middle school,30-44,Other,2478
2479,5163,Men,Firearm,High School or more,20-29,Street,2479
2480,31346,Men,Firearm,High School or more,20-29,Other,2480
2481,27608,Men,Firearm,Primary or less,30-44,Street,2481
2482,11356,Men,Knife,High School or more,30-44,Street,2482
2483,13274,Men,Firearm,Middle school,30-44,Street,2483
2484,22827,Women,Knife,High School or more,45-69,Home,2484
2485,17531,Men,Non-specified means,High School or more,30-44,Street,2485
2486,6427,Men,Firearm,Middle school,20-29,Home,2486
2487,9248,Men,Firearm,Primary or less,30-44,Other,2487
2488,2374,Men,Firearm,Primary or less,30-44,Street,2488
2489,14804,Women,Asphyxiation,Middle school,30-44,Other,2489
2490,17109,Men,Firearm,High School or more,30-44,Street,2490
2491,10927,Men,Firearm,High School or more,45-69,Other,2491
2492,8564,Men,Firearm,High School or more,30-44,Street,2492
2493,12023,Men,Knife,Primary or less,45-69,Street,2493
2494,7281,Men,Firearm,Primary or less,30-44,Street,2494
2495,22647,Men,Firearm,High School or more,30-44,Home,2495
2496,3999,Men,Firearm,Middle school,20-29,Street,2496
2497,7798,Women,Firearm,High School or more,30-44,Street,2497
2498,13172,Men,Knife,High School or more,20-29,Street,2498
2499,22111,Men,Firearm,High School or more,30-44,Street,2499
2500,15351,Men,Firearm,Middle school,20-29,Other,2500
2501,21925,Men,Firearm,High School or more,30-44,Street,2501
2502,2390,Men,Firearm,Middle school,20-29,Street,2502
2503,22870,Men,Firearm,Middle school,30-44,Home,2503
2504,20865,Men,Firearm,High School or more,20-29,Other,2504
2505,24171,Men,Knife,Middle school,0-19,Other,2505
2506,21613,Women,Firearm,High School or more,30-44,Street,2506
2507,17823,Men,Non-specified means,Middle school,30-44,Other,2507
2508,15943,Women,Knife,High School or more,30-44,Other,2508
2509,29308,Men,Firearm,Primary or less,20-29,Other,2509
2510,808,Men,Asphyxiation,Middle school,20-29,Street,2510
2511,1287,Women,Firearm,High School or more,45-69,Other,2511
2512,2426,Men,Knife,Primary or less,0-19,Home,2512
2513,15281,Men,Knife,Primary or less,45-69,Other,2513
2514,16082,Women,Non-specified means,Primary or less,69 +,Street,2514
2515,12042,Men,Firearm,High School or more,30-44,Street,2515
2516,11421,Men,Firearm,High School or more,30-44,Street,2516
2517,5372,Men,Firearm,High School or more,30-44,Street,2517
2518,7432,Men,Firearm,High School or more,30-44,Street,2518
2519,3737,Men,Firearm,Middle school,45-69,Street,2519
2520,9047,Men,Firearm,Middle school,45-69,Street,2520
2521,4293,Men,Firearm,Primary or less,20-29,Street,2521
2522,28164,Women,Firearm,High School or more,30-44,Street,2522
2523,6070,Men,Firearm,High School or more,30-44,Street,2523
2524,4118,Men,Firearm,High School or more,30-44,Home,2524
2525,5362,Men,Firearm,High School or more,20-29,Street,2525
2526,25447,Men,Firearm,High School or more,30-44,Street,2526
2527,14473,Men,Firearm,High School or more,20-29,Other,2527
2528,28410,Men,Firearm,Middle school,45-69,Street,2528
2529,28,Men,Firearm,High School or more,20-29,Street,2529
2530,19906,Men,Firearm,Middle school,30-44,Street,2530
2531,30663,Men,Firearm,High School or more,45-69,Other,2531
2532,22188,Men,Firearm,High School or more,30-44,Street,2532
2533,26158,Men,Firearm,Primary or less,20-29,Street,2533
2534,20543,Men,Firearm,High School or more,20-29,Street,2534
2535,3695,Women,Firearm,High School or more,0-19,Street,2535
2536,28803,Women,Firearm,High School or more,30-44,Home,2536
2537,12778,Men,Firearm,High School or more,30-44,Street,2537
2538,14311,Men,Firearm,Primary or less,30-44,Other,2538
2539,24932,Men,Firearm,High School or more,0-19,Other,2539
2540,6554,Men,Firearm,Middle school,20-29,Street,2540
2541,31166,Men,Other,High School or more,0-19,Other,2541
2542,12853,Men,Firearm,High School or more,20-29,Other,2542
2543,5304,Men,Firearm,High School or more,20-29,Street,2543
2544,13664,Men,Firearm,High School or more,20-29,Street,2544
2545,31702,Men,Firearm,Middle school,0-19,Street,2545
2546,25250,Men,Firearm,Primary or less,69 +,Home,2546
2547,21367,Men,Knife,High School or more,45-69,Home,2547
2548,13053,Men,Firearm,Middle school,30-44,Street,2548
2549,29533,Men,Firearm,Primary or less,69 +,Other,2549
2550,27863,Men,Firearm,Middle school,30-44,Home,2550
2551,11689,Men,Knife,High School or more,20-29,Other,2551
2552,30253,Men,Firearm,High School or more,30-44,Home,2552
2553,4926,Men,Firearm,High School or more,0-19,Home,2553
2554,13616,Men,Other,High School or more,30-44,Street,2554
2555,16380,Women,Knife,Primary or less,69 +,Street,2555
2556,1704,Men,Firearm,Primary or less,45-69,Other,2556
2557,19194,Men,Firearm,Middle school,20-29,Other,2557
2558,10527,Men,Knife,Middle school,30-44,Other,2558
2559,9622,Men,Firearm,High School or more,30-44,Other,2559
2560,11095,Men,Firearm,High School or more,20-29,Street,2560
2561,25536,Men,Firearm,Primary or less,69 +,Street,2561
2562,9545,Men,Firearm,High School or more,30-44,Street,2562
2563,21412,Men,Knife,High School or more,20-29,Street,2563
2564,2927,Men,Firearm,High School or more,45-69,Home,2564
2565,29075,Men,Firearm,Middle school,45-69,Other,2565
2566,4488,Men,Knife,Middle school,30-44,Street,2566
2567,18806,Men,Firearm,High School or more,20-29,Other,2567
2568,20496,Men,Non-specified means,High School or more,20-29,Other,2568
2569,23321,Men,Firearm,High School or more,30-44,Home,2569
2570,9494,Men,Firearm,High School or more,30-44,Street,2570
2571,22746,Men,Firearm,Middle school,20-29,Street,2571
2572,3777,Men,Firearm,Middle school,20-29,Street,2572
2573,14196,Men,Firearm,High School or more,30-44,Street,2573
2574,14388,Men,Non-specified means,Primary or less,69 +,Street,2574
2575,6597,Men,Firearm,High School or more,20-29,Other,2575
2576,4628,Men,Asphyxiation,High School or more,45-69,Home,2576
2577,22691,Men,Firearm,High School or more,0-19,Street,2577
2578,13003,Men,Firearm,Primary or less,20-29,Street,2578
2579,15137,Men,Firearm,Middle school,0-19,Street,2579
2580,6647,Men,Knife,Primary or less,69 +,Other,2580
2581,25406,Men,Firearm,Middle school,30-44,Street,2581
2582,23683,Men,Other,Middle school,20-29,Street,2582
2583,18273,Men,Non-specified means,High School or more,20-29,Other,2583
2584,27026,Men,Firearm,High School or more,30-44,Other,2584
2585,17842,Men,Firearm,High School or more,30-44,Street,2585
2586,14455,Men,Firearm,High School or more,20-29,Street,2586
2587,17197,Men,Non-specified means,High School or more,0-19,Home,2587
2588,25471,Men,Non-specified means,Primary or less,69 +,Other,2588
2589,18012,Women,Knife,High School or more,30-44,Other,2589
2590,41,Men,Firearm,High School or more,20-29,Street,2590
2591,1643,Men,Firearm,Primary or less,30-44,Other,2591
2592,21520,Men,Firearm,High School or more,0-19,Street,2592
2593,13468,Men,Firearm,Middle school,20-29,Street,2593
2594,17676,Men,Firearm,Middle school,30-44,Other,2594
2595,24715,Men,Firearm,High School or more,0-19,Other,2595
2596,17587,Men,Non-specified means,Middle school,69 +,Home,2596
2597,13570,Men,Firearm,High School or more,30-44,Street,2597
2598,12781,Men,Non-specified means,High School or more,45-69,Street,2598
2599,20323,Men,Non-specified means,Primary or less,45-69,Home,2599
2600,21116,Men,Firearm,Middle school,20-29,Street,2600
2601,13405,Men,Firearm,Middle school,30-44,Other,2601
2602,10309,Men,Firearm,Primary or less,69 +,Home,2602
2603,28348,Men,Asphyxiation,High School or more,30-44,Home,2603
2604,5828,Men,Firearm,Primary or less,20-29,Home,2604
2605,15330,Men,Firearm,High School or more,20-29,Street,2605
2606,22445,Men,Other,Primary or less,45-69,Other,2606
2607,30463,Men,Firearm,High School or more,20-29,Street,2607
2608,2608,Men,Other,Middle school,45-69,Home,2608
2609,18826,Men,Firearm,High School or more,30-44,Street,2609
2610,26120,Men,Firearm,High School or more,30-44,Street,2610
2611,2438,Men,Firearm,High School or more,45-69,Street,2611
2612,2084,Men,Firearm,Primary or less,0-19,Home,2612
2613,28397,Men,Firearm,High School or more,20-29,Street,2613
2614,11951,Men,Firearm,High School or more,30-44,Street,2614
2615,8413,Women,Other,High School or more,0-19,Street,2615
2616,29455,Men,Knife,Primary or less,45-69,Other,2616
2617,28712,Men,Firearm,Middle school,30-44,Street,2617
2618,20810,Men,Firearm,Middle school,30-44,Home,2618
2619,27872,Men,Firearm,Primary or less,45-69,Street,2619
2620,26532,Men,Firearm,High School or more,30-44,Other,2620
2621,11139,Men,Firearm,Middle school,30-44,Street,2621
2622,5,Men,Knife,Middle school,30-44,Other,2622
2623,15571,Men,Knife,High School or more,20-29,Home,2623
2624,25569,Men,Firearm,Middle school,20-29,Street,2624
2625,26409,Men,Firearm,Middle school,45-69,Street,2625
2626,19597,Men,Firearm,Middle school,30-44,Street,2626
2627,20312,Women,Non-specified means,High School or more,0-19,Street,2627
2628,11960,Men,Firearm,High School or more,20-29,Street,2628
2629,23995,Men,Firearm,Middle school,30-44,Other,2629
2630,28190,Men,Firearm,High School or more,45-69,Street,2630
2631,11518,Men,Firearm,High School or more,45-69,Home,2631
2632,5768,Men,Knife,Middle school,0-19,Street,2632
2633,27805,Men,Other,High School or more,45-69,Street,2633
2634,5976,Men,Firearm,High School or more,30-44,Street,2634
2635,20484,Men,Knife,High School or more,45-69,Street,2635
2636,2941,Men,Firearm,High School or more,45-69,Street,2636
2637,22211,Men,Firearm,High School or more,20-29,Other,2637
2638,22574,Men,Firearm,Middle school,0-19,Street,2638
2639,28829,Men,Firearm,Middle school,30-44,Street,2639
2640,9481,Men,Firearm,High School or more,0-19,Other,2640
2641,4132,Men,Firearm,Middle school,30-44,Street,2641
2642,7973,Men,Firearm,High School or more,20-29,Street,2642
2643,5180,Men,Firearm,High School or more,30-44,Other,2643
2644,17286,Women,Knife,High School or more,20-29,Street,2644
2645,11,Men,Knife,High School or more,20-29,Other,2645
2646,3824,Women,Firearm,High School or more,30-44,Street,2646
2647,5008,Men,Knife,Middle school,30-44,Street,2647
2648,1084,Men,Asphyxiation,High School or more,20-29,Street,2648
2649,28900,Women,Knife,High School or more,30-44,Street,2649
2650,30485,Men,Firearm,Middle school,45-69,Street,2650
2651,5332,Women,Firearm,Middle school,30-44,Street,2651
2652,8316,Men,Non-specified means,Primary or less,30-44,Other,2652
2653,23607,Men,Firearm,High School or more,20-29,Other,2653
2654,19203,Men,Firearm,High School or more,30-44,Street,2654
2655,6195,Men,Firearm,Middle school,30-44,Other,2655
2656,11787,Men,Asphyxiation,Primary or less,30-44,Street,2656
2657,19188,Men,Firearm,Primary or less,45-69,Other,2657
2658,27292,Men,Firearm,Primary or less,69 +,Street,2658
2659,1732,Men,Knife,Middle school,0-19,Street,2659
2660,30095,Men,Asphyxiation,Middle school,20-29,Other,2660
2661,23457,Men,Firearm,High School or more,20-29,Street,2661
2662,31721,Women,Firearm,High School or more,30-44,Street,2662
2663,8186,Men,Firearm,High School or more,45-69,Street,2663
2664,24779,Men,Firearm,High School or more,30-44,Home,2664
2665,8393,Women,Knife,Primary or less,30-44,Home,2665
2666,24346,Men,Knife,Primary or less,20-29,Street,2666
2667,10540,Men,Firearm,High School or more,0-19,Street,2667
2668,1855,Women,Non-specified means,High School or more,20-29,Street,2668
2669,30295,Men,Firearm,Middle school,30-44,Street,2669
2670,22518,Men,Firearm,Primary or less,45-69,Street,2670
2671,16935,Men,Knife,High School or more,20-29,Street,2671
2672,16569,Men,Firearm,Middle school,30-44,Street,2672
2673,14195,Men,Firearm,Middle school,30-44,Street,2673
2674,26326,Men,Firearm,High School or more,30-44,Street,2674
2675,18266,Women,Firearm,High School or more,20-29,Street,2675
2676,11510,Men,Firearm,Primary or less,45-69,Other,2676
2677,11777,Men,Firearm,Middle school,45-69,Other,2677
2678,12003,Men,Firearm,High School or more,20-29,Street,2678
2679,27089,Men,Firearm,High School or more,20-29,Street,2679
2680,8980,Men,Firearm,High School or more,20-29,Other,2680
2681,31242,Men,Firearm,Primary or less,45-69,Street,2681
2682,8629,Men,Firearm,High School or more,45-69,Street,2682
2683,23998,Men,Firearm,Primary or less,45-69,Home,2683
2684,26563,Men,Knife,Middle school,30-44,Other,2684
2685,16654,Men,Firearm,Middle school,20-29,Street,2685
2686,13671,Men,Non-specified means,High School or more,30-44,Street,2686
2687,20124,Men,Firearm,High School or more,20-29,Street,2687
2688,31691,Men,Asphyxiation,Middle school,0-19,Street,2688
2689,7398,Men,Firearm,Middle school,20-29,Street,2689
2690,28107,Men,Firearm,High School or more,20-29,Street,2690
2691,30557,Men,Firearm,High School or more,30-44,Street,2691
2692,9535,Men,Knife,High School or more,20-29,Other,2692
2693,9726,Men,Firearm,Middle school,30-44,Street,2693
2694,4401,Men,Knife,Middle school,30-44,Other,2694
2695,18650,Men,Firearm,High School or more,30-44,Street,2695
2696,2416,Men,Firearm,High School or more,30-44,Home,2696
2697,27941,Men,Knife,Middle school,30-44,Street,2697
2698,12526,Men,Firearm,High School or more,30-44,Home,2698
2699,21117,Women,Firearm,High School or more,30-44,Street,2699
2700,160,Men,Knife,Primary or less,30-44,Other,2700
2701,3402,Men,Knife,High School or more,20-29,Street,2701
2702,25572,Men,Firearm,Middle school,30-44,Street,2702
2703,30070,Men,Firearm,High School or more,0-19,Street,2703
2704,13475,Men,Firearm,Middle school,20-29,Street,2704
2705,24165,Men,Asphyxiation,High School or more,20-29,Home,2705
2706,26360,Men,Firearm,High School or more,20-29,Street,2706
2707,31007,Men,Knife,Middle school,0-19,Other,2707
2708,6476,Men,Asphyxiation,Middle school,20-29,Other,2708
2709,5007,Men,Firearm,High School or more,30-44,Street,2709
2710,9927,Men,Firearm,High School or more,30-44,Street,2710
2711,5003,Women,Knife,High School or more,0-19,Street,2711
2712,6865,Men,Firearm,Primary or less,45-69,Street,2712
2713,23301,Men,Non-specified means,Primary or less,45-69,Street,2713
2714,24144,Men,Firearm,High School or more,30-44,Street,2714
2715,22026,Men,Firearm,Middle school,45-69,Street,2715
2716,26750,Men,Firearm,High School or more,30-44,Street,2716
2717,25513,Men,Firearm,Primary or less,69 +,Street,2717
2718,29480,Men,Non-specified means,Primary or less,45-69,Other,2718
2719,11055,Men,Firearm,High School or more,30-44,Street,2719
2720,26238,Men,Firearm,High School or more,20-29,Street,2720
2721,10675,Men,Firearm,Middle school,45-69,Street,2721
2722,22726,Men,Firearm,High School or more,20-29,Other,2722
2723,20647,Men,Non-specified means,Middle school,0-19,Street,2723
2724,2328,Men,Firearm,Primary or less,69 +,Street,2724
2725,21922,Men,Firearm,Middle school,20-29,Home,2725
2726,18297,Men,Asphyxiation,Middle school,30-44,Home,2726
2727,24416,Men,Firearm,High School or more,20-29,Home,2727
2728,982,Men,Firearm,High School or more,30-44,Other,2728
2729,23755,Men,Firearm,High School or more,45-69,Street,2729
2730,15671,Men,Non-specified means,Primary or less,45-69,Other,2730
2731,14399,Men,Firearm,High School or more,20-29,Street,2731
2732,10978,Men,Firearm,High School or more,0-19,Other,2732
2733,5228,Men,Firearm,High School or more,30-44,Street,2733
2734,6439,Men,Firearm,Middle school,30-44,Street,2734
2735,16844,Men,Firearm,High School or more,30-44,Street,2735
2736,9599,Men,Firearm,High School or more,45-69,Other,2736
2737,362,Men,Non-specified means,Middle school,20-29,Street,2737
2738,22243,Men,Firearm,High School or more,30-44,Other,2738
2739,14315,Men,Non-specified means,High School or more,45-69,Street,2739
2740,21587,Men,Non-specified means,Middle school,20-29,Other,2740
2741,31296,Men,Firearm,Primary or less,0-19,Street,2741
2742,14427,Men,Firearm,High School or more,30-44,Other,2742
2743,15404,Women,Non-specified means,Primary or less,69 +,Other,2743
2744,19289,Men,Firearm,High School or more,30-44,Other,2744
2745,30225,Men,Firearm,High School or more,20-29,Street,2745
2746,13793,Women,Other,Primary or less,69 +,Home,2746
2747,12728,Men,Knife,High School or more,30-44,Street,2747
2748,7436,Men,Firearm,High School or more,30-44,Street,2748
2749,6170,Women,Firearm,Middle school,30-44,Home,2749
2750,18358,Women,Firearm,High School or more,30-44,Street,2750
2751,5657,Men,Firearm,Primary or less,45-69,Street,2751
2752,13392,Men,Firearm,High School or more,30-44,Other,2752
2753,17235,Men,Non-specified means,High School or more,30-44,Street,2753
2754,21517,Men,Firearm,High School or more,0-19,Street,2754
2755,20708,Men,Asphyxiation,Primary or less,69 +,Home,2755
2756,12967,Men,Firearm,Primary or less,45-69,Street,2756
2757,30028,Men,Firearm,High School or more,20-29,Street,2757
2758,29229,Men,Other,High School or more,30-44,Street,2758
2759,27627,Men,Firearm,High School or more,45-69,Street,2759
2760,29600,Men,Firearm,High School or more,69 +,Home,2760
2761,9082,Men,Firearm,High School or more,30-44,Street,2761
2762,6957,Men,Firearm,Primary or less,20-29,Other,2762
2763,12744,Men,Firearm,Middle school,30-44,Street,2763
2764,25804,Men,Asphyxiation,High School or more,30-44,Street,2764
2765,16834,Men,Firearm,Middle school,30-44,Street,2765
2766,31254,Men,Non-specified means,Middle school,45-69,Street,2766
2767,31540,Women,Firearm,High School or more,20-29,Other,2767
2768,21984,Men,Firearm,High School or more,30-44,Street,2768
2769,26722,Men,Firearm,High School or more,30-44,Other,2769
2770,18586,Men,Firearm,Primary or less,20-29,Street,2770
2771,29620,Men,Firearm,High School or more,30-44,Street,2771
2772,3820,Women,Firearm,Middle school,45-69,Home,2772
2773,2354,Men,Firearm,Primary or less,69 +,Street,2773
2774,20318,Men,Non-specified means,Primary or less,30-44,Street,2774
2775,7208,Men,Firearm,High School or more,30-44,Home,2775
2776,10270,Men,Firearm,High School or more,30-44,Street,2776
2777,6431,Men,Firearm,High School or more,30-44,Other,2777
2778,8791,Men,Firearm,High School or more,30-44,Street,2778
2779,23019,Men,Firearm,Primary or less,45-69,Home,2779
2780,13376,Men,Firearm,High School or more,20-29,Street,2780
2781,18941,Men,Firearm,High School or more,30-44,Street,2781
2782,14345,Men,Firearm,Primary or less,30-44,Other,2782
2783,13490,Men,Firearm,Primary or less,30-44,Street,2783
2784,26889,Men,Firearm,Middle school,20-29,Street,2784
2785,5831,Men,Firearm,High School or more,30-44,Street,2785
2786,21669,Men,Non-specified means,Middle school,45-69,Street,2786
2787,28602,Men,Asphyxiation,High School or more,69 +,Street,2787
2788,6657,Men,Firearm,Primary or less,69 +,Street,2788
2789,12850,Men,Firearm,High School or more,0-19,Street,2789
2790,7431,Men,Knife,High School or more,20-29,Street,2790
2791,21449,Women,Knife,High School or more,20-29,Street,2791
2792,10222,Men,Firearm,High School or more,20-29,Street,2792
2793,25832,Men,Firearm,Middle school,30-44,Street,2793
2794,11644,Men,Other,Middle school,30-44,Other,2794
2795,27738,Men,Other,Primary or less,45-69,Street,2795
2796,6924,Men,Firearm,Primary or less,30-44,Street,2796
2797,22889,Women,Non-specified means,Primary or less,20-29,Street,2797
2798,16598,Men,Knife,High School or more,20-29,Street,2798
2799,6780,Men,Firearm,Primary or less,69 +,Other,2799
2800,22938,Men,Firearm,Primary or less,20-29,Other,2800
2801,28566,Men,Firearm,Middle school,0-19,Street,2801
2802,31456,Men,Firearm,Primary or less,45-69,Street,2802
2803,15231,Men,Firearm,High School or more,30-44,Other,2803
2804,29978,Men,Firearm,Primary or less,45-69,Street,2804
2805,29288,Men,Firearm,Middle school,30-44,Street,2805
2806,1907,Women,Asphyxiation,Primary or less,30-44,Street,2806
2807,12696,Men,Firearm,Primary or less,20-29,Street,2807
2808,21385,Men,Firearm,Middle school,30-44,Street,2808
2809,30930,Men,Firearm,Middle school,45-69,Other,2809
2810,29292,Men,Firearm,High School or more,30-44,Street,2810
2811,9063,Men,Firearm,High School or more,20-29,Street,2811
2812,21315,Men,Non-specified means,Primary or less,69 +,Other,2812
2813,26103,Men,Firearm,Middle school,20-29,Other,2813
2814,1576,Men,Firearm,Middle school,30-44,Street,2814
2815,3438,Men,Firearm,Primary or less,30-44,Street,2815
2816,4265,Men,Firearm,High School or more,0-19,Street,2816
2817,10595,Men,Knife,Middle school,30-44,Street,2817
2818,14631,Men,Non-specified means,High School or more,30-44,Street,2818
2819,6139,Women,Non-specified means,High School or more,30-44,Street,2819
2820,26425,Men,Other,High School or more,20-29,Other,2820
2821,10442,Men,Firearm,Middle school,30-44,Street,2821
2822,21963,Men,Firearm,Middle school,45-69,Other,2822
2823,17437,Men,Firearm,Primary or less,20-29,Street,2823
2824,24588,Men,Firearm,Middle school,30-44,Street,2824
2825,17782,Men,Non-specified means,Primary or less,69 +,Street,2825
2826,31838,Men,Firearm,Middle school,0-19,Other,2826
2827,23627,Men,Firearm,High School or more,30-44,Other,2827
2828,26945,Women,Asphyxiation,Middle school,0-19,Street,2828
2829,6095,Women,Firearm,Middle school,45-69,Home,2829
2830,14872,Men,Firearm,High School or more,30-44,Other,2830
2831,4796,Men,Knife,Middle school,30-44,Home,2831
2832,29642,Men,Knife,Middle school,45-69,Home,2832
2833,28675,Men,Firearm,High School or more,0-19,Street,2833
2834,5852,Men,Knife,Primary or less,20-29,Street,2834
2835,25826,Men,Firearm,High School or more,0-19,Street,2835
2836,5246,Men,Firearm,Middle school,20-29,Home,2836
2837,20078,Men,Firearm,Primary or less,20-29,Other,2837
2838,17378,Men,Asphyxiation,Middle school,45-69,Street,2838
2839,13441,Men,Non-specified means,Middle school,0-19,Street,2839
2840,1650,Men,Firearm,Primary or less,30-44,Other,2840
2841,4449,Men,Firearm,Primary or less,20-29,Street,2841
2842,12793,Men,Knife,Middle school,0-19,Street,2842
2843,10467,Men,Firearm,Middle school,30-44,Other,2843
2844,990,Men,Firearm,High School or more,30-44,Home,2844
2845,9997,Men,Firearm,Middle school,30-44,Street,2845
2846,6048,Men,Firearm,Primary or less,20-29,Home,2846
2847,29388,Men,Firearm,Primary or less,0-19,Home,2847
2848,12206,Men,Knife,Middle school,20-29,Other,2848
2849,3659,Men,Firearm,High School or more,30-44,Other,2849
2850,5073,Men,Knife,Primary or less,45-69,Other,2850
2851,14271,Men,Firearm,High School or more,45-69,Other,2851
2852,24128,Men,Firearm,Middle school,30-44,Street,2852
2853,31568,Men,Firearm,Primary or less,45-69,Street,2853
2854,826,Men,Firearm,High School or more,45-69,Other,2854
2855,9259,Men,Firearm,Middle school,0-19,Street,2855
2856,17075,Men,Firearm,High School or more,20-29,Street,2856
2857,7616,Men,Non-specified means,Primary or less,45-69,Other,2857
2858,7560,Men,Firearm,High School or more,30-44,Other,2858
2859,28983,Men,Other,Middle school,30-44,Home,2859
2860,16023,Men,Knife,High School or more,20-29,Other,2860
2861,28230,Men,Knife,High School or more,20-29,Other,2861
2862,24831,Men,Knife,Middle school,20-29,Street,2862
2863,5940,Women,Firearm,High School or more,30-44,Street,2863
2864,27137,Men,Firearm,High School or more,0-19,Street,2864
2865,26517,Men,Non-specified means,High School or more,45-69,Other,2865
2866,19711,Men,Firearm,High School or more,20-29,Street,2866
2867,12792,Men,Firearm,High School or more,0-19,Street,2867
2868,17558,Women,Knife,High School or more,45-69,Street,2868
2869,9245,Men,Firearm,High School or more,30-44,Home,2869
2870,11173,Men,Firearm,Primary or less,30-44,Street,2870
2871,11343,Men,Firearm,High School or more,30-44,Other,2871
2872,8354,Men,Non-specified means,Primary or less,45-69,Other,2872
2873,7886,Men,Non-specified means,High School or more,45-69,Street,2873
2874,323,Men,Asphyxiation,Primary or less,30-44,Street,2874
2875,20334,Men,Firearm,Middle school,45-69,Other,2875
2876,16493,Men,Firearm,High School or more,45-69,Street,2876
2877,18516,Men,Firearm,High School or more,45-69,Street,2877
2878,1530,Men,Firearm,High School or more,20-29,Street,2878
2879,11033,Men,Firearm,High School or more,20-29,Other,2879
2880,2127,Women,Asphyxiation,Middle school,45-69,Home,2880
2881,18342,Men,Firearm,High School or more,0-19,Other,2881
2882,31273,Men,Non-specified means,Primary or less,69 +,Other,2882
2883,11119,Men,Knife,Primary or less,69 +,Other,2883
2884,28668,Men,Firearm,Middle school,30-44,Street,2884
2885,31630,Men,Firearm,High School or more,30-44,Street,2885
2886,309,Men,Knife,High School or more,30-44,Home,2886
2887,11883,Men,Non-specified means,High School or more,20-29,Home,2887
2888,2553,Men,Firearm,High School or more,0-19,Street,2888
2889,3247,Men,Firearm,High School or more,30-44,Street,2889
2890,30176,Men,Firearm,High School or more,20-29,Other,2890
2891,3618,Men,Firearm,Primary or less,30-44,Street,2891
