"","X1","sexo2","cause_r","educ_r","age_r","location_r","random_number"
"30677",30677,"Men","Knife","Middle school","30-44","Street",3600
"30678",30678,"Men","Knife","Middle school","30-44","Street",20329
"30679",30679,"Men","Knife","Middle school","30-44","Street",14856
"30680",30680,"Men","Firearm","High School or more","20-29","Street",14499
"30681",30681,"Men","Firearm","Middle school","20-29","Street",13564
"30682",30682,"Men","Knife","High School or more","20-29","Other",18847
"30683",30683,"Women","Firearm","High School or more","20-29","Street",17936
"30684",30684,"Men","Non-specified means","High School or more","45-69","Home",31351
"30685",30685,"Men","Firearm","Middle school","45-69","Home",10391
"30686",30686,"Men","Firearm","Primary or less","30-44","Home",25304
"30687",30687,"Men","Firearm","High School or more","45-69","Other",15935
"30688",30688,"Women","Knife","High School or more","45-69","Street",1232
"30689",30689,"Men","Firearm","Middle school","45-69","Other",22650
"30690",30690,"Women","Knife","High School or more","30-44","Street",12155
"30691",30691,"Men","Knife","High School or more","30-44","Other",16023
"30692",30692,"Men","Knife","High School or more","30-44","Street",29338
"30693",30693,"Men","Other","High School or more","30-44","Street",18089
"30694",30694,"Men","Knife","Middle school","20-29","Street",1580
"30695",30695,"Men","Firearm","Middle school","30-44","Street",31544
"30696",30696,"Men","Knife","High School or more","30-44","Street",31750
"30697",30697,"Men","Firearm","High School or more","30-44","Street",26871
"30698",30698,"Men","Firearm","High School or more","20-29","Street",13862
"30699",30699,"Men","Non-specified means","Middle school","45-69","Other",28497
"30700",30700,"Men","Knife","High School or more","30-44","Street",23877
"30701",30701,"Men","Knife","Middle school","30-44","Street",9065
"30702",30702,"Men","Non-specified means","High School or more","45-69","Other",8878
"30703",30703,"Women","Knife","High School or more","30-44","Street",1769
"30704",30704,"Men","Firearm","Primary or less","30-44","Street",23673
"30705",30705,"Men","Firearm","High School or more","20-29","Other",23060
"30706",30706,"Men","Firearm","Middle school","20-29","Street",19257
"30707",30707,"Women","Firearm","High School or more","20-29","Other",16202
"30708",30708,"Men","Knife","Primary or less","45-69","Street",22917
"30709",30709,"Men","Firearm","High School or more","0-19","Other",13857
"30710",30710,"Men","Knife","High School or more","20-29","Street",396
"30711",30711,"Men","Firearm","Middle school","30-44","Home",6103
"30712",30712,"Men","Firearm","Primary or less","0-19","Other",14823
"30713",30713,"Women","Firearm","High School or more","30-44","Other",6984
"30714",30714,"Men","Firearm","Middle school","30-44","Street",11810
"30715",30715,"Women","Firearm","High School or more","30-44","Street",19660
"30716",30716,"Men","Asphyxiation","Primary or less","69 +","Home",19674
"30717",30717,"Men","Firearm","High School or more","0-19","Street",21440
"30718",30718,"Men","Firearm","High School or more","20-29","Street",6241
"30719",30719,"Men","Firearm","High School or more","30-44","Street",15380
"30720",30720,"Men","Firearm","High School or more","20-29","Street",18937
"30721",30721,"Men","Firearm","High School or more","30-44","Street",2904
"30722",30722,"Men","Firearm","High School or more","30-44","Street",134
"30723",30723,"Men","Knife","High School or more","45-69","Home",23099
"30724",30724,"Men","Firearm","Primary or less","20-29","Other",11365
"30725",30725,"Men","Firearm","Primary or less","20-29","Other",570
"30726",30726,"Men","Knife","High School or more","30-44","Other",1151
"30727",30727,"Men","Firearm","High School or more","30-44","Street",12152
"30728",30728,"Women","Firearm","High School or more","30-44","Street",30150
"30729",30729,"Men","Non-specified means","Primary or less","45-69","Other",18180
"30730",30730,"Men","Firearm","High School or more","30-44","Street",5287
"30731",30731,"Men","Firearm","High School or more","20-29","Street",5801
"30732",30732,"Men","Firearm","Middle school","69 +","Street",28611
"30733",30733,"Men","Knife","Middle school","69 +","Street",21855
"30734",30734,"Men","Knife","Middle school","30-44","Other",3920
"30735",30735,"Men","Firearm","High School or more","30-44","Other",14089
"30736",30736,"Men","Non-specified means","High School or more","30-44","Other",9522
"30737",30737,"Men","Firearm","Middle school","45-69","Other",20561
"30738",30738,"Men","Firearm","High School or more","20-29","Home",3764
"30739",30739,"Men","Firearm","High School or more","20-29","Street",18279
"30740",30740,"Men","Firearm","Primary or less","30-44","Other",25620
"30741",30741,"Men","Firearm","High School or more","20-29","Street",25223
"30742",30742,"Men","Firearm","High School or more","45-69","Street",24261
"30743",30743,"Men","Knife","Middle school","45-69","Other",27245
"30744",30744,"Men","Asphyxiation","High School or more","45-69","Other",4374
"30745",30745,"Men","Firearm","High School or more","30-44","Other",12702
"30746",30746,"Men","Firearm","High School or more","30-44","Home",18637
"30747",30747,"Women","Firearm","High School or more","20-29","Home",19526
"30748",30748,"Men","Firearm","Primary or less","0-19","Home",4015
"30749",30749,"Men","Firearm","High School or more","30-44","Home",30073
"30750",30750,"Men","Knife","High School or more","45-69","Street",29283
"30751",30751,"Men","Firearm","High School or more","20-29","Street",10146
"30752",30752,"Men","Knife","Middle school","0-19","Street",28167
"30753",30753,"Men","Firearm","High School or more","30-44","Street",24325
"30754",30754,"Men","Firearm","High School or more","45-69","Other",15681
"30755",30755,"Men","Firearm","Middle school","20-29","Other",14452
"30756",30756,"Men","Firearm","High School or more","69 +","Home",26900
"30757",30757,"Men","Asphyxiation","High School or more","20-29","Street",11126
"30758",30758,"Men","Firearm","Middle school","30-44","Street",13370
"30759",30759,"Men","Knife","High School or more","45-69","Street",6680
"30760",30760,"Men","Knife","High School or more","30-44","Other",14640
"30761",30761,"Men","Knife","Middle school","30-44","Home",5559
"30762",30762,"Men","Firearm","Middle school","45-69","Other",16289
"30763",30763,"Men","Firearm","High School or more","0-19","Street",4225
"30764",30764,"Men","Knife","Primary or less","30-44","Other",31308
"30765",30765,"Men","Firearm","High School or more","20-29","Street",1728
"30766",30766,"Men","Knife","High School or more","20-29","Street",8138
"30767",30767,"Men","Firearm","High School or more","20-29","Other",18323
"30768",30768,"Men","Knife","Primary or less","20-29","Home",22269
"30769",30769,"Men","Firearm","Primary or less","30-44","Other",12357
"30770",30770,"Men","Firearm","High School or more","30-44","Street",5597
"30771",30771,"Men","Firearm","High School or more","30-44","Other",25525
"30772",30772,"Men","Firearm","High School or more","20-29","Street",29070
"30773",30773,"Men","Firearm","Middle school","20-29","Street",295
"30774",30774,"Men","Firearm","Primary or less","45-69","Home",4026
"30775",30775,"Men","Firearm","High School or more","20-29","Street",6082
"30776",30776,"Men","Firearm","Middle school","20-29","Street",3536
"30777",30777,"Men","Firearm","High School or more","0-19","Other",20446
"30778",30778,"Men","Firearm","High School or more","45-69","Other",10050
"30779",30779,"Men","Firearm","Primary or less","20-29","Street",13558
"30780",30780,"Men","Knife","Middle school","30-44","Other",7434
"30781",30781,"Men","Firearm","Primary or less","30-44","Other",13812
"30782",30782,"Men","Firearm","High School or more","20-29","Street",7383
"30783",30783,"Men","Firearm","Primary or less","45-69","Street",8642
"30784",30784,"Men","Firearm","High School or more","0-19","Street",430
"30785",30785,"Men","Firearm","High School or more","20-29","Home",31584
"30786",30786,"Men","Asphyxiation","Middle school","45-69","Home",8259
"30787",30787,"Men","Firearm","High School or more","30-44","Other",20465
"30788",30788,"Men","Firearm","Middle school","20-29","Home",25023
"30789",30789,"Men","Firearm","High School or more","0-19","Street",10105
"30790",30790,"Men","Knife","High School or more","45-69","Other",4250
"30791",30791,"Men","Firearm","Primary or less","20-29","Home",28917
"30792",30792,"Men","Firearm","High School or more","20-29","Other",11090
"30793",30793,"Women","Non-specified means","High School or more","20-29","Other",21535
"30794",30794,"Men","Knife","High School or more","20-29","Other",5571
"30795",30795,"Women","Knife","High School or more","0-19","Other",3187
"30796",30796,"Men","Firearm","High School or more","0-19","Street",27395
"30797",30797,"Men","Firearm","Primary or less","30-44","Street",2211
"30798",30798,"Women","Other","Primary or less","30-44","Street",22481
"30799",30799,"Men","Knife","Middle school","45-69","Other",8702
"30800",30800,"Men","Knife","Middle school","30-44","Other",2389
"30801",30801,"Men","Firearm","High School or more","20-29","Street",16667
"30802",30802,"Men","Firearm","Middle school","45-69","Home",22437
"30803",30803,"Men","Knife","High School or more","20-29","Street",28308
"30804",30804,"Men","Firearm","Middle school","30-44","Street",24118
"30805",30805,"Men","Firearm","High School or more","30-44","Street",19658
"30806",30806,"Men","Knife","Primary or less","45-69","Street",16880
"30807",30807,"Men","Firearm","Middle school","30-44","Street",4404
"30808",30808,"Men","Firearm","High School or more","20-29","Street",8956
"30809",30809,"Men","Firearm","Middle school","45-69","Street",12457
"30810",30810,"Men","Firearm","High School or more","30-44","Other",21876
"30811",30811,"Women","Firearm","High School or more","30-44","Street",29543
"30812",30812,"Men","Firearm","High School or more","0-19","Street",10887
"30813",30813,"Men","Knife","High School or more","20-29","Other",11522
"30814",30814,"Men","Other","Middle school","45-69","Street",21637
"30815",30815,"Men","Other","Middle school","20-29","Other",17424
"30816",30816,"Men","Firearm","Middle school","30-44","Other",28011
"30817",30817,"Men","Firearm","Middle school","45-69","Street",15276
"30818",30818,"Men","Firearm","Middle school","20-29","Street",6230
"30819",30819,"Men","Firearm","Middle school","20-29","Home",21231
"30820",30820,"Men","Firearm","Primary or less","30-44","Street",16681
"30821",30821,"Women","Other","Primary or less","69 +","Home",1869
"30822",30822,"Men","Firearm","High School or more","20-29","Street",6297
"30823",30823,"Men","Firearm","Primary or less","45-69","Street",598
"30824",30824,"Men","Firearm","Primary or less","0-19","Street",10163
"30825",30825,"Women","Firearm","Primary or less","20-29","Street",18578
"30826",30826,"Men","Non-specified means","High School or more","20-29","Home",31740
"30827",30827,"Men","Firearm","Middle school","45-69","Street",3152
"30828",30828,"Men","Knife","High School or more","20-29","Other",18207
"30829",30829,"Men","Firearm","Primary or less","20-29","Street",8386
"30830",30830,"Men","Knife","High School or more","30-44","Street",23470
"30831",30831,"Men","Firearm","Middle school","30-44","Street",23767
"30832",30832,"Men","Firearm","High School or more","30-44","Home",25506
"30833",30833,"Men","Firearm","High School or more","30-44","Street",16879
"30834",30834,"Women","Asphyxiation","Middle school","30-44","Street",26407
"30835",30835,"Men","Knife","Middle school","45-69","Street",28360
"30836",30836,"Men","Knife","High School or more","45-69","Other",11665
"30837",30837,"Men","Firearm","High School or more","45-69","Street",22067
"30838",30838,"Men","Firearm","High School or more","20-29","Street",19897
"30839",30839,"Men","Firearm","Primary or less","30-44","Street",3435
"30840",30840,"Men","Knife","High School or more","30-44","Home",9325
"30841",30841,"Men","Other","Middle school","30-44","Other",22576
"30842",30842,"Men","Firearm","Middle school","20-29","Street",8301
"30843",30843,"Men","Other","High School or more","30-44","Street",1851
"30844",30844,"Men","Knife","Primary or less","30-44","Other",1000
"30845",30845,"Men","Firearm","Middle school","30-44","Street",4541
"30846",30846,"Men","Firearm","High School or more","30-44","Street",9699
"30847",30847,"Men","Firearm","High School or more","30-44","Other",25179
"30848",30848,"Men","Firearm","High School or more","0-19","Street",24114
"30849",30849,"Women","Firearm","High School or more","30-44","Street",19591
"30850",30850,"Men","Firearm","High School or more","30-44","Street",19342
"30851",30851,"Men","Other","High School or more","30-44","Other",27673
"30852",30852,"Men","Other","High School or more","0-19","Street",11463
"30853",30853,"Men","Firearm","Middle school","0-19","Street",3154
"30854",30854,"Men","Firearm","High School or more","20-29","Street",21062
"30855",30855,"Men","Firearm","High School or more","30-44","Other",12329
"30856",30856,"Men","Firearm","Middle school","45-69","Other",1733
"30857",30857,"Men","Firearm","High School or more","20-29","Home",9177
"30858",30858,"Men","Firearm","High School or more","30-44","Street",9601
"30859",30859,"Men","Knife","Middle school","45-69","Home",24137
"30860",30860,"Men","Knife","Middle school","30-44","Street",8739
"30861",30861,"Men","Firearm","High School or more","30-44","Street",16280
"30862",30862,"Men","Firearm","High School or more","20-29","Home",10648
"30863",30863,"Men","Knife","High School or more","20-29","Street",4013
"30864",30864,"Men","Firearm","High School or more","20-29","Other",30608
"30865",30865,"Men","Firearm","High School or more","45-69","Home",10311
"30866",30866,"Men","Firearm","High School or more","45-69","Street",883
"30867",30867,"Men","Firearm","High School or more","45-69","Home",17259
"30868",30868,"Men","Knife","Middle school","69 +","Home",22793
"30869",30869,"Women","Knife","Primary or less","20-29","Street",10186
"30870",30870,"Men","Firearm","Middle school","45-69","Street",6558
"30871",30871,"Men","Firearm","High School or more","20-29","Street",23458
"30872",30872,"Men","Firearm","Primary or less","45-69","Street",11136
"30873",30873,"Men","Firearm","High School or more","30-44","Street",1643
"30874",30874,"Men","Firearm","High School or more","45-69","Street",7157
"30875",30875,"Men","Firearm","Middle school","20-29","Street",31555
"30876",30876,"Women","Firearm","High School or more","30-44","Street",3562
"30877",30877,"Men","Firearm","High School or more","20-29","Street",25858
"30878",30878,"Men","Firearm","High School or more","30-44","Street",2285
"30879",30879,"Men","Other","Primary or less","20-29","Other",6776
"30880",30880,"Men","Asphyxiation","Middle school","0-19","Street",25606
"30881",30881,"Men","Firearm","High School or more","20-29","Other",3069
"30882",30882,"Men","Firearm","Middle school","45-69","Other",14609
"30883",30883,"Women","Firearm","High School or more","45-69","Other",21731
"30884",30884,"Men","Knife","Middle school","20-29","Other",15576
"30885",30885,"Men","Firearm","Middle school","30-44","Street",18197
"30886",30886,"Men","Firearm","High School or more","0-19","Other",27812
"30887",30887,"Men","Firearm","High School or more","30-44","Street",10426
"30888",30888,"Men","Firearm","Middle school","30-44","Street",22742
"30889",30889,"Men","Knife","Primary or less","45-69","Other",27661
"30890",30890,"Men","Firearm","Middle school","20-29","Street",1361
"30891",30891,"Men","Knife","High School or more","30-44","Street",19173
"30892",30892,"Men","Firearm","Primary or less","20-29","Street",31551
"30893",30893,"Men","Firearm","Middle school","30-44","Home",9913
"30894",30894,"Men","Other","High School or more","45-69","Street",6294
"30895",30895,"Men","Knife","Middle school","30-44","Home",10765
"30896",30896,"Men","Firearm","Primary or less","20-29","Other",29755
"30897",30897,"Men","Knife","High School or more","20-29","Other",11416
"30898",30898,"Men","Firearm","Middle school","20-29","Street",17056
"30899",30899,"Women","Firearm","High School or more","30-44","Home",23942
"30900",30900,"Men","Asphyxiation","High School or more","30-44","Home",31715
"30901",30901,"Men","Knife","High School or more","30-44","Home",4774
"30902",30902,"Men","Knife","Primary or less","30-44","Home",4244
"30903",30903,"Men","Firearm","High School or more","20-29","Home",27212
"30904",30904,"Men","Non-specified means","Middle school","20-29","Street",20865
"30905",30905,"Women","Asphyxiation","Middle school","30-44","Home",7735
"30906",30906,"Men","Knife","Primary or less","45-69","Other",20310
"30907",30907,"Men","Knife","High School or more","30-44","Street",26594
"30908",30908,"Men","Firearm","Primary or less","30-44","Street",29469
"30909",30909,"Men","Firearm","Primary or less","30-44","Street",27446
"30910",30910,"Men","Firearm","High School or more","69 +","Home",17125
"30911",30911,"Men","Knife","High School or more","30-44","Other",29616
"30912",30912,"Men","Firearm","High School or more","30-44","Street",22487
"30913",30913,"Men","Firearm","High School or more","20-29","Street",31623
"30914",30914,"Men","Firearm","High School or more","0-19","Other",10084
"30915",30915,"Men","Firearm","High School or more","30-44","Home",28785
"30916",30916,"Men","Firearm","Primary or less","20-29","Street",26659
"30917",30917,"Men","Firearm","Primary or less","20-29","Street",21264
"30918",30918,"Men","Firearm","High School or more","20-29","Street",19396
"30919",30919,"Men","Knife","Middle school","45-69","Other",8119
"30920",30920,"Men","Firearm","Primary or less","30-44","Home",6464
"30921",30921,"Men","Firearm","Middle school","30-44","Street",22081
"30922",30922,"Men","Firearm","Primary or less","69 +","Street",28460
"30923",30923,"Men","Firearm","Middle school","20-29","Other",20855
"30924",30924,"Men","Firearm","Middle school","20-29","Other",265
"30925",30925,"Men","Knife","Middle school","30-44","Home",6492
"30926",30926,"Women","Non-specified means","High School or more","30-44","Street",11421
"30927",30927,"Men","Firearm","High School or more","20-29","Street",22972
"30928",30928,"Men","Knife","Middle school","0-19","Other",9468
"30929",30929,"Women","Firearm","High School or more","30-44","Street",3003
"30930",30930,"Men","Firearm","Middle school","45-69","Other",2809
"30931",30931,"Men","Firearm","Middle school","45-69","Other",20423
"30932",30932,"Men","Firearm","High School or more","45-69","Street",11884
"30933",30933,"Men","Knife","Middle school","30-44","Street",4522
"30934",30934,"Men","Knife","High School or more","30-44","Street",9438
"30935",30935,"Men","Knife","High School or more","30-44","Street",24660
"30936",30936,"Men","Knife","Primary or less","20-29","Street",20243
"30937",30937,"Men","Non-specified means","High School or more","0-19","Street",11153
"30938",30938,"Men","Firearm","Middle school","30-44","Other",5614
"30939",30939,"Men","Firearm","Primary or less","30-44","Street",10756
"30940",30940,"Men","Firearm","Primary or less","20-29","Street",5167
"30941",30941,"Men","Firearm","High School or more","30-44","Street",25943
"30942",30942,"Women","Knife","Primary or less","20-29","Street",21894
"30943",30943,"Men","Firearm","Primary or less","20-29","Street",18505
"30944",30944,"Men","Firearm","High School or more","20-29","Street",15308
"30945",30945,"Men","Firearm","Middle school","30-44","Street",11399
"30946",30946,"Men","Firearm","Primary or less","45-69","Street",14550
"30947",30947,"Men","Asphyxiation","Middle school","30-44","Home",9547
"30948",30948,"Men","Knife","Primary or less","20-29","Street",3133
"30949",30949,"Women","Asphyxiation","Primary or less","69 +","Other",30701
"30950",30950,"Men","Firearm","High School or more","45-69","Home",22316
"30951",30951,"Men","Knife","High School or more","30-44","Street",29460
"30952",30952,"Men","Non-specified means","Primary or less","30-44","Other",9761
"30953",30953,"Men","Firearm","Middle school","30-44","Street",13031
"30954",30954,"Men","Firearm","High School or more","20-29","Other",26265
"30955",30955,"Men","Firearm","Middle school","30-44","Street",21477
"30956",30956,"Men","Knife","Primary or less","45-69","Street",13104
"30957",30957,"Men","Non-specified means","High School or more","30-44","Other",24646
"30958",30958,"Men","Firearm","High School or more","20-29","Other",2126
"30959",30959,"Women","Knife","High School or more","0-19","Other",11003
"30960",30960,"Men","Knife","High School or more","30-44","Other",9930
"30961",30961,"Men","Firearm","High School or more","45-69","Street",21041
"30962",30962,"Men","Knife","High School or more","45-69","Street",13131
"30963",30963,"Men","Knife","Middle school","45-69","Street",30232
"30964",30964,"Men","Firearm","Middle school","0-19","Home",1608
"30965",30965,"Men","Firearm","Middle school","0-19","Street",20614
"30966",30966,"Men","Non-specified means","High School or more","30-44","Street",22377
"30967",30967,"Men","Firearm","High School or more","20-29","Street",14075
"30968",30968,"Men","Firearm","Middle school","69 +","Street",7674
"30969",30969,"Men","Firearm","Middle school","30-44","Street",17949
"30970",30970,"Men","Knife","High School or more","30-44","Other",614
"30971",30971,"Men","Knife","Middle school","20-29","Home",3433
"30972",30972,"Men","Firearm","High School or more","30-44","Street",25476
"30973",30973,"Men","Firearm","Primary or less","45-69","Other",844
"30974",30974,"Men","Firearm","High School or more","20-29","Street",3383
"30975",30975,"Men","Firearm","Middle school","0-19","Street",7862
"30976",30976,"Men","Firearm","Middle school","30-44","Other",415
"30977",30977,"Women","Firearm","Primary or less","45-69","Street",14252
"30978",30978,"Men","Firearm","Middle school","45-69","Home",24666
"30979",30979,"Women","Firearm","High School or more","30-44","Other",470
"30980",30980,"Men","Firearm","High School or more","30-44","Other",31076
"30981",30981,"Men","Firearm","Primary or less","45-69","Home",21550
"30982",30982,"Women","Knife","Primary or less","30-44","Street",7470
"30983",30983,"Men","Firearm","Primary or less","30-44","Street",7868
"30984",30984,"Men","Firearm","High School or more","20-29","Street",2386
"30985",30985,"Men","Firearm","High School or more","30-44","Other",7197
"30986",30986,"Men","Firearm","High School or more","30-44","Other",13210
"30987",30987,"Men","Firearm","Middle school","30-44","Street",31778
"30988",30988,"Men","Firearm","High School or more","30-44","Street",30548
"30989",30989,"Men","Non-specified means","Middle school","69 +","Home",24656
"30990",30990,"Men","Firearm","High School or more","45-69","Other",13186
"30991",30991,"Men","Non-specified means","Middle school","45-69","Other",17637
"30992",30992,"Men","Firearm","High School or more","30-44","Other",23098
"30993",30993,"Men","Firearm","High School or more","0-19","Other",18485
"30994",30994,"Men","Firearm","High School or more","20-29","Street",15763
"30995",30995,"Men","Non-specified means","High School or more","20-29","Other",31131
"30996",30996,"Men","Knife","Primary or less","69 +","Home",4390
"30997",30997,"Men","Non-specified means","High School or more","20-29","Other",18005
"30998",30998,"Men","Firearm","High School or more","20-29","Street",7852
"30999",30999,"Men","Firearm","High School or more","45-69","Street",20122
"31000",31000,"Men","Firearm","High School or more","0-19","Home",7136
"31001",31001,"Men","Firearm","High School or more","30-44","Other",12460
"31002",31002,"Men","Firearm","Middle school","30-44","Other",3318
"31003",31003,"Men","Other","High School or more","30-44","Other",21001
"31004",31004,"Men","Knife","Primary or less","69 +","Other",30650
"31005",31005,"Men","Firearm","High School or more","30-44","Other",17373
"31006",31006,"Men","Knife","High School or more","30-44","Other",13671
"31007",31007,"Men","Knife","Middle school","0-19","Other",2707
"31008",31008,"Men","Firearm","High School or more","30-44","Street",24572
"31009",31009,"Men","Firearm","High School or more","30-44","Other",27243
"31010",31010,"Men","Firearm","Middle school","20-29","Street",5217
"31011",31011,"Men","Knife","High School or more","20-29","Street",11904
"31012",31012,"Women","Firearm","High School or more","20-29","Home",11302
"31013",31013,"Men","Asphyxiation","Middle school","69 +","Home",4050
"31014",31014,"Men","Non-specified means","Middle school","45-69","Street",22895
"31015",31015,"Men","Firearm","Primary or less","45-69","Home",3026
"31016",31016,"Men","Non-specified means","Primary or less","20-29","Home",8300
"31017",31017,"Men","Firearm","High School or more","20-29","Home",26210
"31018",31018,"Men","Firearm","High School or more","30-44","Other",22372
"31019",31019,"Women","Firearm","High School or more","45-69","Street",10596
"31020",31020,"Men","Firearm","High School or more","0-19","Street",29719
"31021",31021,"Men","Firearm","High School or more","30-44","Other",6542
"31022",31022,"Men","Asphyxiation","High School or more","30-44","Other",22757
"31023",31023,"Women","Firearm","Primary or less","20-29","Other",31392
"31024",31024,"Men","Firearm","Primary or less","30-44","Other",8615
"31025",31025,"Men","Firearm","High School or more","20-29","Other",22665
"31026",31026,"Men","Firearm","High School or more","30-44","Other",31064
"31027",31027,"Men","Firearm","High School or more","30-44","Other",6161
"31028",31028,"Women","Firearm","High School or more","20-29","Other",4831
"31029",31029,"Men","Firearm","Primary or less","20-29","Other",488
"31030",31030,"Men","Firearm","High School or more","30-44","Other",3781
"31031",31031,"Men","Firearm","High School or more","30-44","Home",28560
"31032",31032,"Men","Knife","Middle school","0-19","Other",13788
"31033",31033,"Men","Firearm","High School or more","45-69","Other",10328
"31034",31034,"Women","Asphyxiation","Middle school","20-29","Other",8578
"31035",31035,"Men","Firearm","High School or more","45-69","Other",898
"31036",31036,"Men","Non-specified means","Primary or less","30-44","Other",7390
"31037",31037,"Men","Non-specified means","High School or more","20-29","Street",29348
"31038",31038,"Men","Knife","High School or more","0-19","Home",14611
"31039",31039,"Men","Firearm","High School or more","0-19","Other",777
"31040",31040,"Men","Firearm","High School or more","20-29","Other",4473
"31041",31041,"Men","Knife","High School or more","45-69","Other",3405
"31042",31042,"Men","Non-specified means","Middle school","30-44","Street",27477
"31043",31043,"Men","Non-specified means","High School or more","20-29","Other",8693
"31044",31044,"Women","Firearm","High School or more","45-69","Other",31165
"31045",31045,"Men","Firearm","Middle school","20-29","Other",9580
"31046",31046,"Men","Firearm","High School or more","45-69","Street",18165
"31047",31047,"Men","Firearm","High School or more","20-29","Street",23731
"31048",31048,"Men","Firearm","Middle school","45-69","Street",28393
"31049",31049,"Men","Knife","Middle school","0-19","Street",14726
"31050",31050,"Men","Firearm","High School or more","45-69","Street",5863
"31051",31051,"Men","Firearm","Primary or less","30-44","Other",18168
"31052",31052,"Men","Firearm","High School or more","30-44","Other",23773
"31053",31053,"Men","Firearm","High School or more","30-44","Other",28378
"31054",31054,"Men","Firearm","High School or more","30-44","Other",21483
"31055",31055,"Men","Firearm","High School or more","30-44","Street",24511
"31056",31056,"Men","Firearm","Primary or less","20-29","Street",20192
"31057",31057,"Men","Firearm","High School or more","30-44","Other",16630
"31058",31058,"Men","Other","Primary or less","30-44","Street",25084
"31059",31059,"Men","Non-specified means","Primary or less","69 +","Street",19357
"31060",31060,"Men","Firearm","High School or more","20-29","Street",25686
"31061",31061,"Men","Firearm","High School or more","45-69","Home",26180
"31062",31062,"Men","Firearm","High School or more","20-29","Street",6541
"31063",31063,"Men","Firearm","High School or more","45-69","Home",17502
"31064",31064,"Women","Firearm","High School or more","45-69","Street",219
"31065",31065,"Men","Firearm","High School or more","30-44","Other",1374
"31066",31066,"Men","Other","High School or more","20-29","Other",27741
"31067",31067,"Men","Firearm","High School or more","20-29","Home",23230
"31068",31068,"Men","Knife","Middle school","20-29","Other",29074
"31069",31069,"Men","Knife","High School or more","30-44","Other",5952
"31070",31070,"Men","Asphyxiation","Primary or less","69 +","Other",7689
"31071",31071,"Women","Firearm","Primary or less","69 +","Street",1435
"31072",31072,"Women","Firearm","High School or more","20-29","Street",22142
"31073",31073,"Men","Firearm","High School or more","20-29","Other",31817
"31074",31074,"Men","Firearm","High School or more","0-19","Other",11708
"31075",31075,"Men","Firearm","Middle school","30-44","Other",4546
"31076",31076,"Men","Firearm","Middle school","0-19","Street",7537
"31077",31077,"Men","Firearm","Middle school","20-29","Street",848
"31078",31078,"Men","Firearm","Primary or less","30-44","Street",3692
"31079",31079,"Men","Firearm","Middle school","20-29","Street",22686
"31080",31080,"Women","Firearm","High School or more","20-29","Street",28975
"31081",31081,"Men","Firearm","High School or more","30-44","Street",13516
"31082",31082,"Women","Firearm","High School or more","0-19","Street",15822
"31083",31083,"Women","Firearm","Middle school","0-19","Street",28087
"31084",31084,"Men","Firearm","Middle school","30-44","Other",10189
"31085",31085,"Men","Non-specified means","High School or more","20-29","Street",1636
"31086",31086,"Men","Asphyxiation","High School or more","45-69","Home",20541
"31087",31087,"Men","Firearm","High School or more","20-29","Other",29132
"31088",31088,"Men","Other","Primary or less","30-44","Home",30757
"31089",31089,"Men","Knife","Middle school","30-44","Street",6240
"31090",31090,"Men","Firearm","Middle school","30-44","Street",21827
"31091",31091,"Men","Firearm","Primary or less","30-44","Street",13896
"31092",31092,"Women","Asphyxiation","High School or more","45-69","Street",11339
"31093",31093,"Men","Non-specified means","Middle school","45-69","Street",21431
"31094",31094,"Women","Knife","High School or more","45-69","Home",26958
"31095",31095,"Men","Firearm","Middle school","30-44","Street",235
"31096",31096,"Men","Firearm","High School or more","20-29","Street",1534
"31097",31097,"Men","Firearm","High School or more","20-29","Street",28352
"31098",31098,"Men","Firearm","High School or more","30-44","Street",4672
"31099",31099,"Men","Firearm","Middle school","0-19","Other",9359
"31100",31100,"Women","Firearm","High School or more","20-29","Street",19839
"31101",31101,"Men","Firearm","High School or more","20-29","Other",19744
"31102",31102,"Men","Firearm","High School or more","30-44","Street",289
"31103",31103,"Men","Firearm","Middle school","20-29","Street",14335
"31104",31104,"Women","Firearm","High School or more","30-44","Street",2973
"31105",31105,"Men","Firearm","Primary or less","69 +","Street",13590
"31106",31106,"Men","Non-specified means","Middle school","45-69","Other",23979
"31107",31107,"Men","Non-specified means","Primary or less","30-44","Other",28650
"31108",31108,"Men","Non-specified means","High School or more","45-69","Street",26959
"31109",31109,"Men","Firearm","High School or more","30-44","Street",14487
"31110",31110,"Men","Knife","High School or more","30-44","Other",15612
"31111",31111,"Men","Knife","Primary or less","69 +","Other",27250
"31112",31112,"Men","Other","High School or more","20-29","Street",11211
"31113",31113,"Men","Firearm","High School or more","30-44","Other",27141
"31114",31114,"Women","Other","High School or more","30-44","Street",24207
"31115",31115,"Men","Firearm","Middle school","69 +","Home",19090
"31116",31116,"Men","Firearm","Middle school","30-44","Other",29482
"31117",31117,"Women","Knife","Middle school","30-44","Other",4563
"31118",31118,"Men","Firearm","High School or more","30-44","Other",1148
"31119",31119,"Men","Firearm","High School or more","20-29","Street",29557
"31120",31120,"Men","Firearm","Middle school","30-44","Street",26778
"31121",31121,"Men","Knife","Middle school","0-19","Other",12770
"31122",31122,"Men","Firearm","Primary or less","45-69","Street",1062
"31123",31123,"Men","Firearm","Middle school","20-29","Other",3368
"31124",31124,"Men","Firearm","Middle school","30-44","Home",13221
"31125",31125,"Men","Firearm","Middle school","45-69","Other",29990
